Date,DateKey,Calendar Year Number,Calendar Year,Calendar Year Quarter Number,Calendar Year Quarter,Calendar Year Month Number,Calendar Year Month,Month Number,Month,Working Day,Is Holiday,Holiday Name,Europe Season,North America Season,Asia Season
2004/10/22,20041022,2004,CY 2004,20044,Q4-2004,200410,,10,October,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/21,20041021,2004,CY 2004,20044,Q4-2004,200410,,10,October,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/20,20041020,2004,CY 2004,20044,Q4-2004,200410,,10,October,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/19,20041019,2004,CY 2004,20044,Q4-2004,200410,,10,October,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/18,20041018,2004,CY 2004,20044,Q4-2004,200410,,10,October,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/17,20041017,2004,CY 2004,20044,Q4-2004,200410,,10,October,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/16,20041016,2004,CY 2004,20044,Q4-2004,200410,,10,October,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/15,20041015,2004,CY 2004,20044,Q4-2004,200410,,10,October,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/14,20041014,2004,CY 2004,20044,Q4-2004,200410,,10,October,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/13,20041013,2004,CY 2004,20044,Q4-2004,200410,,10,October,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/12,20041012,2004,CY 2004,20044,Q4-2004,200410,,10,October,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/11,20041011,2004,CY 2004,20044,Q4-2004,200410,,10,October,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/10,20041010,2004,CY 2004,20044,Q4-2004,200410,,10,October,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/09,20041009,2004,CY 2004,20044,Q4-2004,200410,,10,October,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/08,20041008,2004,CY 2004,20044,Q4-2004,200410,,10,October,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/07,20041007,2004,CY 2004,20044,Q4-2004,200410,,10,October,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/06,20041006,2004,CY 2004,20044,Q4-2004,200410,,10,October,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/05,20041005,2004,CY 2004,20044,Q4-2004,200410,,10,October,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/04,20041004,2004,CY 2004,20044,Q4-2004,200410,,10,October,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/03,20041003,2004,CY 2004,20044,Q4-2004,200410,,10,October,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/02,20041002,2004,CY 2004,20044,Q4-2004,200410,,10,October,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/10/01,20041001,2004,CY 2004,20044,Q4-2004,200410,,10,October,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/30,20040930,2004,CY 2004,20043,Q3-2004,200409,,9,September,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/29,20040929,2004,CY 2004,20043,Q3-2004,200409,,9,September,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/28,20040928,2004,CY 2004,20043,Q3-2004,200409,,9,September,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/27,20040927,2004,CY 2004,20043,Q3-2004,200409,,9,September,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/26,20040926,2004,CY 2004,20043,Q3-2004,200409,,9,September,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/25,20040925,2004,CY 2004,20043,Q3-2004,200409,,9,September,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/24,20040924,2004,CY 2004,20043,Q3-2004,200409,,9,September,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/23,20040923,2004,CY 2004,20043,Q3-2004,200409,,9,September,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/22,20040922,2004,CY 2004,20043,Q3-2004,200409,,9,September,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/21,20040921,2004,CY 2004,20043,Q3-2004,200409,,9,September,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/20,20040920,2004,CY 2004,20043,Q3-2004,200409,,9,September,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/19,20040919,2004,CY 2004,20043,Q3-2004,200409,,9,September,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/18,20040918,2004,CY 2004,20043,Q3-2004,200409,,9,September,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/17,20040917,2004,CY 2004,20043,Q3-2004,200409,,9,September,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/16,20040916,2004,CY 2004,20043,Q3-2004,200409,,9,September,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/15,20040915,2004,CY 2004,20043,Q3-2004,200409,,9,September,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/14,20040914,2004,CY 2004,20043,Q3-2004,200409,,9,September,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/13,20040913,2004,CY 2004,20043,Q3-2004,200409,,9,September,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/12,20040912,2004,CY 2004,20043,Q3-2004,200409,,9,September,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/11,20040911,2004,CY 2004,20043,Q3-2004,200409,,9,September,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/10,20040910,2004,CY 2004,20043,Q3-2004,200409,,9,September,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/09,20040909,2004,CY 2004,20043,Q3-2004,200409,,9,September,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/08,20040908,2004,CY 2004,20043,Q3-2004,200409,,9,September,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/07,20040907,2004,CY 2004,20043,Q3-2004,200409,,9,September,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/06,20040906,2004,CY 2004,20043,Q3-2004,200409,,9,September,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/05,20040905,2004,CY 2004,20043,Q3-2004,200409,,9,September,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/04,20040904,2004,CY 2004,20043,Q3-2004,200409,,9,September,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/03,20040903,2004,CY 2004,20043,Q3-2004,200409,,9,September,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/02,20040902,2004,CY 2004,20043,Q3-2004,200409,,9,September,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/09/01,20040901,2004,CY 2004,20043,Q3-2004,200409,,9,September,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/31,20040831,2004,CY 2004,20043,Q3-2004,200408,,8,August,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/30,20040830,2004,CY 2004,20043,Q3-2004,200408,,8,August,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/29,20040829,2004,CY 2004,20043,Q3-2004,200408,,8,August,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/28,20040828,2004,CY 2004,20043,Q3-2004,200408,,8,August,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/27,20040827,2004,CY 2004,20043,Q3-2004,200408,,8,August,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/26,20040826,2004,CY 2004,20043,Q3-2004,200408,,8,August,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/25,20040825,2004,CY 2004,20043,Q3-2004,200408,,8,August,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/24,20040824,2004,CY 2004,20043,Q3-2004,200408,,8,August,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/23,20040823,2004,CY 2004,20043,Q3-2004,200408,,8,August,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/22,20040822,2004,CY 2004,20043,Q3-2004,200408,,8,August,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/21,20040821,2004,CY 2004,20043,Q3-2004,200408,,8,August,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/20,20040820,2004,CY 2004,20043,Q3-2004,200408,,8,August,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/19,20040819,2004,CY 2004,20043,Q3-2004,200408,,8,August,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/18,20040818,2004,CY 2004,20043,Q3-2004,200408,,8,August,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/17,20040817,2004,CY 2004,20043,Q3-2004,200408,,8,August,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/16,20040816,2004,CY 2004,20043,Q3-2004,200408,,8,August,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/15,20040815,2004,CY 2004,20043,Q3-2004,200408,,8,August,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/14,20040814,2004,CY 2004,20043,Q3-2004,200408,,8,August,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/13,20040813,2004,CY 2004,20043,Q3-2004,200408,,8,August,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/12,20040812,2004,CY 2004,20043,Q3-2004,200408,,8,August,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/11,20040811,2004,CY 2004,20043,Q3-2004,200408,,8,August,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/10,20040810,2004,CY 2004,20043,Q3-2004,200408,,8,August,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/09,20040809,2004,CY 2004,20043,Q3-2004,200408,,8,August,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/08,20040808,2004,CY 2004,20043,Q3-2004,200408,,8,August,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/07,20040807,2004,CY 2004,20043,Q3-2004,200408,,8,August,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/06,20040806,2004,CY 2004,20043,Q3-2004,200408,,8,August,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/05,20040805,2004,CY 2004,20043,Q3-2004,200408,,8,August,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/04,20040804,2004,CY 2004,20043,Q3-2004,200408,,8,August,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/03,20040803,2004,CY 2004,20043,Q3-2004,200408,,8,August,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/02,20040802,2004,CY 2004,20043,Q3-2004,200408,,8,August,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/08/01,20040801,2004,CY 2004,20043,Q3-2004,200408,,8,August,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/31,20040731,2004,CY 2004,20043,Q3-2004,200407,,7,July,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/30,20040730,2004,CY 2004,20043,Q3-2004,200407,,7,July,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/29,20040729,2004,CY 2004,20043,Q3-2004,200407,,7,July,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/28,20040728,2004,CY 2004,20043,Q3-2004,200407,,7,July,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/27,20040727,2004,CY 2004,20043,Q3-2004,200407,,7,July,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/26,20040726,2004,CY 2004,20043,Q3-2004,200407,,7,July,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/25,20040725,2004,CY 2004,20043,Q3-2004,200407,,7,July,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/24,20040724,2004,CY 2004,20043,Q3-2004,200407,,7,July,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/23,20040723,2004,CY 2004,20043,Q3-2004,200407,,7,July,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/22,20040722,2004,CY 2004,20043,Q3-2004,200407,,7,July,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/21,20040721,2004,CY 2004,20043,Q3-2004,200407,,7,July,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/20,20040720,2004,CY 2004,20043,Q3-2004,200407,,7,July,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/19,20040719,2004,CY 2004,20043,Q3-2004,200407,,7,July,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/18,20040718,2004,CY 2004,20043,Q3-2004,200407,,7,July,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/17,20040717,2004,CY 2004,20043,Q3-2004,200407,,7,July,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/16,20040716,2004,CY 2004,20043,Q3-2004,200407,,7,July,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/15,20040715,2004,CY 2004,20043,Q3-2004,200407,,7,July,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/14,20040714,2004,CY 2004,20043,Q3-2004,200407,,7,July,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/13,20040713,2004,CY 2004,20043,Q3-2004,200407,,7,July,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/12,20040712,2004,CY 2004,20043,Q3-2004,200407,,7,July,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/11,20040711,2004,CY 2004,20043,Q3-2004,200407,,7,July,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/10,20040710,2004,CY 2004,20043,Q3-2004,200407,,7,July,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/09,20040709,2004,CY 2004,20043,Q3-2004,200407,,7,July,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/08,20040708,2004,CY 2004,20043,Q3-2004,200407,,7,July,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/07,20040707,2004,CY 2004,20043,Q3-2004,200407,,7,July,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/06,20040706,2004,CY 2004,20043,Q3-2004,200407,,7,July,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/05,20040705,2004,CY 2004,20043,Q3-2004,200407,,7,July,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/04,20040704,2004,CY 2004,20043,Q3-2004,200407,,7,July,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/03,20040703,2004,CY 2004,20043,Q3-2004,200407,,7,July,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/02,20040702,2004,CY 2004,20043,Q3-2004,200407,,7,July,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/07/01,20040701,2004,CY 2004,20043,Q3-2004,200407,,7,July,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/30,20040630,2004,CY 2004,20042,Q2-2004,200406,,6,June,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/29,20040629,2004,CY 2004,20042,Q2-2004,200406,,6,June,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/28,20040628,2004,CY 2004,20042,Q2-2004,200406,,6,June,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/27,20040627,2004,CY 2004,20042,Q2-2004,200406,,6,June,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/26,20040626,2004,CY 2004,20042,Q2-2004,200406,,6,June,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/25,20040625,2004,CY 2004,20042,Q2-2004,200406,,6,June,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/24,20040624,2004,CY 2004,20042,Q2-2004,200406,,6,June,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/23,20040623,2004,CY 2004,20042,Q2-2004,200406,,6,June,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/22,20040622,2004,CY 2004,20042,Q2-2004,200406,,6,June,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/21,20040621,2004,CY 2004,20042,Q2-2004,200406,,6,June,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/20,20040620,2004,CY 2004,20042,Q2-2004,200406,,6,June,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/19,20040619,2004,CY 2004,20042,Q2-2004,200406,,6,June,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/18,20040618,2004,CY 2004,20042,Q2-2004,200406,,6,June,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/17,20040617,2004,CY 2004,20042,Q2-2004,200406,,6,June,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/16,20040616,2004,CY 2004,20042,Q2-2004,200406,,6,June,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/15,20040615,2004,CY 2004,20042,Q2-2004,200406,,6,June,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/14,20040614,2004,CY 2004,20042,Q2-2004,200406,,6,June,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/13,20040613,2004,CY 2004,20042,Q2-2004,200406,,6,June,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/12,20040612,2004,CY 2004,20042,Q2-2004,200406,,6,June,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/11,20040611,2004,CY 2004,20042,Q2-2004,200406,,6,June,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/10,20040610,2004,CY 2004,20042,Q2-2004,200406,,6,June,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/09,20040609,2004,CY 2004,20042,Q2-2004,200406,,6,June,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/08,20040608,2004,CY 2004,20042,Q2-2004,200406,,6,June,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/07,20040607,2004,CY 2004,20042,Q2-2004,200406,,6,June,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/06,20040606,2004,CY 2004,20042,Q2-2004,200406,,6,June,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/05,20040605,2004,CY 2004,20042,Q2-2004,200406,,6,June,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/04,20040604,2004,CY 2004,20042,Q2-2004,200406,,6,June,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/03,20040603,2004,CY 2004,20042,Q2-2004,200406,,6,June,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/02,20040602,2004,CY 2004,20042,Q2-2004,200406,,6,June,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/06/01,20040601,2004,CY 2004,20042,Q2-2004,200406,,6,June,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/31,20040531,2004,CY 2004,20042,Q2-2004,200405,,5,May,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/30,20040530,2004,CY 2004,20042,Q2-2004,200405,,5,May,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/29,20040529,2004,CY 2004,20042,Q2-2004,200405,,5,May,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/28,20040528,2004,CY 2004,20042,Q2-2004,200405,,5,May,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/27,20040527,2004,CY 2004,20042,Q2-2004,200405,,5,May,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/26,20040526,2004,CY 2004,20042,Q2-2004,200405,,5,May,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/25,20040525,2004,CY 2004,20042,Q2-2004,200405,,5,May,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/24,20040524,2004,CY 2004,20042,Q2-2004,200405,,5,May,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/23,20040523,2004,CY 2004,20042,Q2-2004,200405,,5,May,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/22,20040522,2004,CY 2004,20042,Q2-2004,200405,,5,May,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/21,20040521,2004,CY 2004,20042,Q2-2004,200405,,5,May,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/20,20040520,2004,CY 2004,20042,Q2-2004,200405,,5,May,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/19,20040519,2004,CY 2004,20042,Q2-2004,200405,,5,May,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/18,20040518,2004,CY 2004,20042,Q2-2004,200405,,5,May,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/17,20040517,2004,CY 2004,20042,Q2-2004,200405,,5,May,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/16,20040516,2004,CY 2004,20042,Q2-2004,200405,,5,May,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/15,20040515,2004,CY 2004,20042,Q2-2004,200405,,5,May,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/14,20040514,2004,CY 2004,20042,Q2-2004,200405,,5,May,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/13,20040513,2004,CY 2004,20042,Q2-2004,200405,,5,May,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/12,20040512,2004,CY 2004,20042,Q2-2004,200405,,5,May,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/11,20040511,2004,CY 2004,20042,Q2-2004,200405,,5,May,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/10,20040510,2004,CY 2004,20042,Q2-2004,200405,,5,May,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/09,20040509,2004,CY 2004,20042,Q2-2004,200405,,5,May,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/08,20040508,2004,CY 2004,20042,Q2-2004,200405,,5,May,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/07,20040507,2004,CY 2004,20042,Q2-2004,200405,,5,May,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/06,20040506,2004,CY 2004,20042,Q2-2004,200405,,5,May,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/05,20040505,2004,CY 2004,20042,Q2-2004,200405,,5,May,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/04,20040504,2004,CY 2004,20042,Q2-2004,200405,,5,May,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/03,20040503,2004,CY 2004,20042,Q2-2004,200405,,5,May,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/02,20040502,2004,CY 2004,20042,Q2-2004,200405,,5,May,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/05/01,20040501,2004,CY 2004,20042,Q2-2004,200405,,5,May,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/30,20040430,2004,CY 2004,20042,Q2-2004,200404,,4,April,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/29,20040429,2004,CY 2004,20042,Q2-2004,200404,,4,April,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/28,20040428,2004,CY 2004,20042,Q2-2004,200404,,4,April,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/27,20040427,2004,CY 2004,20042,Q2-2004,200404,,4,April,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/26,20040426,2004,CY 2004,20042,Q2-2004,200404,,4,April,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/25,20040425,2004,CY 2004,20042,Q2-2004,200404,,4,April,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/24,20040424,2004,CY 2004,20042,Q2-2004,200404,,4,April,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/23,20040423,2004,CY 2004,20042,Q2-2004,200404,,4,April,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/22,20040422,2004,CY 2004,20042,Q2-2004,200404,,4,April,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/21,20040421,2004,CY 2004,20042,Q2-2004,200404,,4,April,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/20,20040420,2004,CY 2004,20042,Q2-2004,200404,,4,April,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/19,20040419,2004,CY 2004,20042,Q2-2004,200404,,4,April,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/18,20040418,2004,CY 2004,20042,Q2-2004,200404,,4,April,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/17,20040417,2004,CY 2004,20042,Q2-2004,200404,,4,April,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/16,20040416,2004,CY 2004,20042,Q2-2004,200404,,4,April,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/15,20040415,2004,CY 2004,20042,Q2-2004,200404,,4,April,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/14,20040414,2004,CY 2004,20042,Q2-2004,200404,,4,April,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/13,20040413,2004,CY 2004,20042,Q2-2004,200404,,4,April,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/12,20040412,2004,CY 2004,20042,Q2-2004,200404,,4,April,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/11,20040411,2004,CY 2004,20042,Q2-2004,200404,,4,April,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/10,20040410,2004,CY 2004,20042,Q2-2004,200404,,4,April,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/09,20040409,2004,CY 2004,20042,Q2-2004,200404,,4,April,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/08,20040408,2004,CY 2004,20042,Q2-2004,200404,,4,April,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/07,20040407,2004,CY 2004,20042,Q2-2004,200404,,4,April,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/06,20040406,2004,CY 2004,20042,Q2-2004,200404,,4,April,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/05,20040405,2004,CY 2004,20042,Q2-2004,200404,,4,April,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
2004/04/04,20040404,2004,CY 2004,20042,Q2-2004,200404,,4,April,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
